Band,SZA,VZA,RAA,R_atm
B1,60,10,180,0.099
B1,60,20,0,0.141
B1,60,20,10,0.141
B1,60,20,20,0.139
B1,60,20,30,0.137
B1,60,20,40,0.133
B1,60,20,50,0.129
B1,60,20,60,0.125
B1,60,20,70,0.121
B1,60,20,80,0.116
B1,60,20,90,0.112
B1,60,20,100,0.109
B1,60,20,110,0.105
B1,60,20,120,0.103
B1,60,20,130,0.101
B1,60,20,140,0.099
B1,60,20,150,0.098
B1,60,20,160,0.097
B1,60,20,170,0.097
B1,60,20,180,0.097
B1,60,30,0,0.167
B1,60,30,10,0.166
B1,60,30,20,0.163
B1,60,30,30,0.159
B1,60,30,40,0.153
B1,60,30,50,0.146
B1,60,30,60,0.139
B1,60,30,70,0.132
B1,60,30,80,0.125
B1,60,30,90,0.119
B1,60,30,100,0.114
B1,60,30,110,0.11
B1,60,30,120,0.107
B1,60,30,130,0.105
B1,60,30,140,0.103
B1,60,30,150,0.103
B1,60,30,160,0.102
B1,60,30,170,0.102
B1,60,30,180,0.102
B1,60,40,0,0.2
B1,60,40,10,0.198
B1,60,40,20,0.194
B1,60,40,30,0.187
B1,60,40,40,0.179
B1,60,40,50,0.169
B1,60,40,60,0.158
B1,60,40,70,0.148
B1,60,40,80,0.139
B1,60,40,90,0.131
B1,60,40,100,0.125
B1,60,40,110,0.12
B1,60,40,120,0.117
B1,60,40,130,0.116
B1,60,40,140,0.116
B1,60,40,150,0.116
B1,60,40,160,0.117
B1,60,40,170,0.118
B1,60,40,180,0.118
B1,60,50,0,0.243
B1,60,50,10,0.241
B1,60,50,20,0.235
B1,60,50,30,0.225
B1,60,50,40,0.213
B1,60,50,50,0.199
B1,60,50,60,0.185
B1,60,50,70,0.171
B1,60,50,80,0.159
B1,60,50,90,0.15
B1,60,50,100,0.143
B1,60,50,110,0.139
B1,60,50,120,0.137
B1,60,50,130,0.138
B1,60,50,140,0.14
B1,60,50,150,0.143
B1,60,50,160,0.146
B1,60,50,170,0.147
B1,60,50,180,0.148
B1,60,60,0,0.305
B1,60,60,10,0.302
B1,60,60,20,0.293
B1,60,60,30,0.28
B1,60,60,40,0.263
B1,60,60,50,0.244
B1,60,60,60,0.225
B1,60,60,70,0.207
B1,60,60,80,0.192
B1,60,60,90,0.181
B1,60,60,100,0.174
B1,60,60,110,0.172
B1,60,60,120,0.174
B1,60,60,130,0.178
B1,60,60,140,0.184
B1,60,60,150,0.191
B1,60,60,160,0.197
B1,60,60,170,0.201
B1,60,60,180,0.202
B1,60,70,0,0.402
B1,60,70,10,0.398
B1,60,70,20,0.386
B1,60,70,30,0.367
B1,60,70,40,0.344
B1,60,70,50,0.318
B1,60,70,60,0.292
B1,60,70,70,0.269
B1,60,70,80,0.251
B1,60,70,90,0.238
B1,60,70,100,0.233
B1,60,70,110,0.234
B1,60,70,120,0.241
B1,60,70,130,0.252
B1,60,70,140,0.266
B1,60,70,150,0.279
B1,60,70,160,0.291
B1,60,70,170,0.298
B1,60,70,180,0.301
B1,60,80,0,0.587
B1,60,80,10,0.581
B1,60,80,20,0.563
B1,60,80,30,0.535
B1,60,80,40,0.5
B1,60,80,50,0.462
B1,60,80,60,0.425
B1,60,80,70,0.394
B1,60,80,80,0.37
B1,60,80,90,0.357
B1,60,80,100,0.356
B1,60,80,110,0.365
B1,60,80,120,0.384
B1,60,80,130,0.409
B1,60,80,140,0.437
B1,60,80,150,0.464
B1,60,80,160,0.486
B1,60,80,170,0.5
B1,60,80,180,0.505
B1,70,0,0,0.129
B1,70,0,10,0.129
B1,70,0,20,0.129
B1,70,0,30,0.129
B1,70,0,40,0.129
B1,70,0,50,0.129
B1,70,0,60,0.129
B1,70,0,70,0.129
B1,70,0,80,0.129
B1,70,0,90,0.129
B1,70,0,100,0.129
B1,70,0,110,0.129
B1,70,0,120,0.129
B1,70,0,130,0.129
B1,70,0,140,0.129
B1,70,0,150,0.129
B1,70,0,160,0.129
B1,70,0,170,0.129
B1,70,0,180,0.129
B1,70,10,0,0.145
B1,70,10,10,0.145
B1,70,10,20,0.144
B1,70,10,30,0.143
B1,70,10,40,0.141
B1,70,10,50,0.14
B1,70,10,60,0.138
B1,70,10,70,0.135
B1,70,10,80,0.133
B1,70,10,90,0.131
B1,70,10,100,0.129
B1,70,10,110,0.128
B1,70,10,120,0.126
B1,70,10,130,0.125
B1,70,10,140,0.124
B1,70,10,150,0.123
B1,70,10,160,0.123
B1,70,10,170,0.123
B1,70,10,180,0.123
B1,70,20,0,0.17
B1,70,20,10,0.169
B1,70,20,20,0.167
B1,70,20,30,0.164
B1,70,20,40,0.16
B1,70,20,50,0.156
B1,70,20,60,0.151
B1,70,20,70,0.146
B1,70,20,80,0.141
B1,70,20,90,0.137
B1,70,20,100,0.134
B1,70,20,110,0.131
B1,70,20,120,0.129
B1,70,20,130,0.127
B1,70,20,140,0.126
B1,70,20,150,0.126
B1,70,20,160,0.126
B1,70,20,170,0.126
B1,70,20,180,0.125
B1,70,30,0,0.204
B1,70,30,10,0.203
B1,70,30,20,0.199
B1,70,30,30,0.194
B1,70,30,40,0.186
B1,70,30,50,0.178
B1,70,30,60,0.17
B1,70,30,70,0.162
B1,70,30,80,0.154
B1,70,30,90,0.148
B1,70,30,100,0.143
B1,70,30,110,0.14
B1,70,30,120,0.138
B1,70,30,130,0.137
B1,70,30,140,0.137
B1,70,30,150,0.138
B1,70,30,160,0.139
B1,70,30,170,0.14
B1,70,30,180,0.14
B1,70,40,0,0.25
B1,70,40,10,0.248
B1,70,40,20,0.242
B1,70,40,30,0.233
B1,70,40,40,0.222
B1,70,40,50,0.21
B1,70,40,60,0.197
B1,70,40,70,0.184
B1,70,40,80,0.174
B1,70,40,90,0.165
B1,70,40,100,0.16
B1,70,40,110,0.157
B1,70,40,120,0.156
B1,70,40,130,0.158
B1,70,40,140,0.16
B1,70,40,150,0.163
B1,70,40,160,0.166
B1,70,40,170,0.168
B1,70,40,180,0.169
B1,70,50,0,0.312
B1,70,50,10,0.309
B1,70,50,20,0.301
B1,70,50,30,0.288
B1,70,50,40,0.271
B1,70,50,50,0.253
B1,70,50,60,0.235
B1,70,50,70,0.218
B1,70,50,80,0.203
B1,70,50,90,0.193
B1,70,50,100,0.187
B1,70,50,110,0.185
B1,70,50,120,0.188
B1,70,50,130,0.193
B1,70,50,140,0.199
B1,70,50,150,0.206
B1,70,50,160,0.213
B1,70,50,170,0.217
B1,70,50,180,0.218
B1,70,60,0,0.402
B1,70,60,10,0.398
B1,70,60,20,0.386
B1,70,60,30,0.367
B1,70,60,40,0.344
B1,70,60,50,0.318
B1,70,60,60,0.292
B1,70,60,70,0.269
B1,70,60,80,0.251
B1,70,60,90,0.238
B1,70,60,100,0.233
B1,70,60,110,0.234
B1,70,60,120,0.241
B1,70,60,130,0.252
B1,70,60,140,0.266
B1,70,60,150,0.279
B1,70,60,160,0.291
B1,70,60,170,0.298
B1,70,60,180,0.301
B1,70,70,0,0.548
B1,70,70,10,0.542
B1,70,70,20,0.524
B1,70,70,30,0.497
B1,70,70,40,0.462
B1,70,70,50,0.425
B1,70,70,60,0.389
B1,70,70,70,0.357
B1,70,70,80,0.333
B1,70,70,90,0.319
B1,70,70,100,0.316
B1,70,70,110,0.323
B1,70,70,120,0.339
B1,70,70,130,0.36
B1,70,70,140,0.385
B1,70,70,150,0.409
B1,70,70,160,0.429
B1,70,70,170,0.442
B1,70,70,180,0.447
B1,70,80,0,0.829
B1,70,80,10,0.819
B1,70,80,20,0.791
B1,70,80,30,0.748
B1,70,80,40,0.695
B1,70,80,50,0.638
B1,70,80,60,0.583
B1,70,80,70,0.536
B1,70,80,80,0.503
B1,70,80,90,0.487
B1,70,80,100,0.489
B1,70,80,110,0.508
B1,70,80,120,0.542
B1,70,80,130,0.585
B1,70,80,140,0.632
B1,70,80,150,0.677
B1,70,80,160,0.714
B1,70,80,170,0.738
B1,70,80,180,0.746
B1,80,0,0,0.181
B1,80,0,10,0.181
B1,80,0,20,0.181
B1,80,0,30,0.181
B1,80,0,40,0.181
B1,80,0,50,0.181
B1,80,0,60,0.181
B1,80,0,70,0.181
B1,80,0,80,0.181
B1,80,0,90,0.181
B1,80,0,100,0.181
B1,80,0,110,0.181
B1,80,0,120,0.181
B1,80,0,130,0.181
B1,80,0,140,0.181
B1,80,0,150,0.181
B1,80,0,160,0.181
B1,80,0,170,0.181
B1,80,0,180,0.181
B1,80,10,0,0.198
B1,80,10,10,0.197
B1,80,10,20,0.197
B1,80,10,30,0.195
B1,80,10,40,0.194
B1,80,10,50,0.192
B1,80,10,60,0.19
B1,80,10,70,0.188
B1,80,10,80,0.186
B1,80,10,90,0.184
B1,80,10,100,0.183
B1,80,10,110,0.182
B1,80,10,120,0.181
B1,80,10,130,0.18
B1,80,10,140,0.18
B1,80,10,150,0.18
B1,80,10,160,0.18
B1,80,10,170,0.18
B1,80,10,180,0.18
B1,80,20,0,0.229
B1,80,20,10,0.228
B1,80,20,20,0.226
B1,80,20,30,0.222
B1,80,20,40,0.218
B1,80,20,50,0.213
B1,80,20,60,0.207
B1,80,20,70,0.202
B1,80,20,80,0.198
B1,80,20,90,0.194
B1,80,20,100,0.192
B1,80,20,110,0.19
B1,80,20,120,0.19
B1,80,20,130,0.19
B1,80,20,140,0.191
B1,80,20,150,0.192
B1,80,20,160,0.193
B1,80,20,170,0.193
B1,80,20,180,0.194
B1,80,30,0,0.277
B1,80,30,10,0.275
B1,80,30,20,0.271
B1,80,30,30,0.264
B1,80,30,40,0.255
B1,80,30,50,0.245
B1,80,30,60,0.235
B1,80,30,70,0.225
B1,80,30,80,0.218
B1,80,30,90,0.212
B1,80,30,100,0.209
B1,80,30,110,0.208
B1,80,30,120,0.209
B1,80,30,130,0.212
B1,80,30,140,0.215
B1,80,30,150,0.219
B1,80,30,160,0.223
B1,80,30,170,0.225
B1,80,30,180,0.226
B1,80,40,0,0.345
B1,80,40,10,0.342
B1,80,40,20,0.335
B1,80,40,30,0.323
B1,80,40,40,0.308
B1,80,40,50,0.291
B1,80,40,60,0.275
B1,80,40,70,0.26
B1,80,40,80,0.248
B1,80,40,90,0.24
B1,80,40,100,0.237
B1,80,40,110,0.238
B1,80,40,120,0.242
B1,80,40,130,0.249
B1,80,40,140,0.258
B1,80,40,150,0.266
B1,80,40,160,0.274
B1,80,40,170,0.279
B1,80,40,180,0.28
B1,80,50,0,0.442
B1,80,50,10,0.438
B1,80,50,20,0.426
B1,80,50,30,0.407
B1,80,50,40,0.384
B1,80,50,50,0.359
B1,80,50,60,0.334
B1,80,50,70,0.312
B1,80,50,80,0.295
B1,80,50,90,0.285
B1,80,50,100,0.282
B1,80,50,110,0.286
B1,80,50,120,0.296
B1,80,50,130,0.31
B1,80,50,140,0.326
B1,80,50,150,0.342
B1,80,50,160,0.355
B1,80,50,170,0.364
B1,80,50,180,0.367
B1,80,60,0,0.587
B1,80,60,10,0.581
B1,80,60,20,0.563
B1,80,60,30,0.535
B1,80,60,40,0.5
B1,80,60,50,0.462
B1,80,60,60,0.425
B1,80,60,70,0.394
B1,80,60,80,0.37
B1,80,60,90,0.357
B1,80,60,100,0.356
B1,80,60,110,0.365
B1,80,60,120,0.384
B1,80,60,130,0.409
B1,80,60,140,0.437
B1,80,60,150,0.464
B1,80,60,160,0.486
B1,80,60,170,0.5
B1,80,60,180,0.505
B1,80,70,0,0.829
B1,80,70,10,0.819
B1,80,70,20,0.791
B1,80,70,30,0.748
B1,80,70,40,0.695
B1,80,70,50,0.638
B1,80,70,60,0.583
B1,80,70,70,0.537
B1,80,70,80,0.504
B1,80,70,90,0.487
B1,80,70,100,0.489
B1,80,70,110,0.508
B1,80,70,120,0.542
B1,80,70,130,0.585
B1,80,70,140,0.632
B1,80,70,150,0.677
B1,80,70,160,0.714
B1,80,70,170,0.738
B1,80,70,180,0.747
B1,80,80,0,1.32
B1,80,80,10,1.304
B1,80,80,20,1.258
B1,80,80,30,1.186
B1,80,80,40,1.098
B1,80,80,50,1.003
B1,80,80,60,0.913
B1,80,80,70,0.839
B1,80,80,80,0.788
B1,80,80,90,0.766
B1,80,80,100,0.776
B1,80,80,110,0.815
B1,80,80,120,0.879
B1,80,80,130,0.959
B1,80,80,140,1.045
B1,80,80,150,1.126
B1,80,80,160,1.193
B1,80,80,170,1.237
B1,80,80,180,1.252
B2,0,0,0,0.065
B2,0,0,10,0.065
B2,0,0,20,0.065
B2,0,0,30,0.065
B2,0,0,40,0.065
B2,0,0,50,0.065
B2,0,0,60,0.065
B2,0,0,70,0.065
B2,0,0,80,0.065
B2,0,0,90,0.065
B2,0,0,100,0.065
B2,0,0,110,0.065
B2,0,0,120,0.065
B2,0,0,130,0.065
B2,0,0,140,0.065
B2,0,0,150,0.065
B2,0,0,160,0.065
B2,0,0,170,0.065
B2,0,0,180,0.065
B2,0,10,0,0.065
B2,0,10,10,0.065
B2,0,10,20,0.065
B2,0,10,30,0.065
B2,0,10,40,0.065
B2,0,10,50,0.065
B2,0,10,60,0.065
B2,0,10,70,0.065
B2,0,10,80,0.065
B2,0,10,90,0.065
B2,0,10,100,0.065
B2,0,10,110,0.065
B2,0,10,120,0.065
B2,0,10,130,0.065
B2,0,10,140,0.065
B2,0,10,150,0.065
B2,0,10,160,0.065
B2,0,10,170,0.065
B2,0,10,180,0.065
B2,0,20,0,0.065
B2,0,20,10,0.065
B2,0,20,20,0.065
B2,0,20,30,0.065
B2,0,20,40,0.065
B2,0,20,50,0.065
B2,0,20,60,0.065
B2,0,20,70,0.065
B2,0,20,80,0.065
B2,0,20,90,0.065
B2,0,20,100,0.065
B2,0,20,110,0.065
B2,0,20,120,0.065
B2,0,20,130,0.065
B2,0,20,140,0.065
B2,0,20,150,0.065
B2,0,20,160,0.065
B2,0,20,170,0.065
B2,0,20,180,0.065
B2,0,30,0,0.066
B2,0,30,10,0.066
B2,0,30,20,0.066
B2,0,30,30,0.066
B2,0,30,40,0.066
B2,0,30,50,0.066
B2,0,30,60,0.066
B2,0,30,70,0.066
B2,0,30,80,0.066
B2,0,30,90,0.066
B2,0,30,100,0.066
B2,0,30,110,0.066
B2,0,30,120,0.066
B2,0,30,130,0.066
B2,0,30,140,0.066
B2,0,30,150,0.066
B2,0,30,160,0.066
B2,0,30,170,0.066
B2,0,30,180,0.066
B2,0,40,0,0.067
B2,0,40,10,0.067
B2,0,40,20,0.067
B2,0,40,30,0.067
B2,0,40,40,0.067
B2,0,40,50,0.067
B2,0,40,60,0.067
B2,0,40,70,0.067
B2,0,40,80,0.067
B2,0,40,90,0.067
B2,0,40,100,0.067
B2,0,40,110,0.067
B2,0,40,120,0.067
B2,0,40,130,0.067
B2,0,40,140,0.067
B2,0,40,150,0.067
B2,0,40,160,0.067
B2,0,40,170,0.067
B2,0,40,180,0.067
B2,0,50,0,0.071
B2,0,50,10,0.071
B2,0,50,20,0.071
B2,0,50,30,0.071
B2,0,50,40,0.071
B2,0,50,50,0.071
B2,0,50,60,0.071
B2,0,50,70,0.071
B2,0,50,80,0.071
B2,0,50,90,0.071
B2,0,50,100,0.071
B2,0,50,110,0.071
B2,0,50,120,0.071
B2,0,50,130,0.071
B2,0,50,140,0.071
B2,0,50,150,0.071
B2,0,50,160,0.071
B2,0,50,170,0.071
B2,0,50,180,0.071
B2,0,60,0,0.078
B2,0,60,10,0.078
B2,0,60,20,0.078
B2,0,60,30,0.078
B2,0,60,40,0.078
B2,0,60,50,0.078
B2,0,60,60,0.078
B2,0,60,70,0.078
B2,0,60,80,0.078
B2,0,60,90,0.078
B2,0,60,100,0.078
B2,0,60,110,0.078
B2,0,60,120,0.078
B2,0,60,130,0.078
B2,0,60,140,0.078
B2,0,60,150,0.078
B2,0,60,160,0.078
B2,0,60,170,0.078
B2,0,60,180,0.078
B2,0,70,0,0.096
B2,0,70,10,0.096
B2,0,70,20,0.096
B2,0,70,30,0.096
B2,0,70,40,0.096
B2,0,70,50,0.096
B2,0,70,60,0.096
B2,0,70,70,0.096
B2,0,70,80,0.096
B2,0,70,90,0.096
B2,0,70,100,0.096
B2,0,70,110,0.096
B2,0,70,120,0.096
B2,0,70,130,0.096
B2,0,70,140,0.096
B2,0,70,150,0.096
B2,0,70,160,0.096
B2,0,70,170,0.096
B2,0,70,180,0.096
B2,0,80,0,0.141
B2,0,80,10,0.141
B2,0,80,20,0.141
B2,0,80,30,0.141
B2,0,80,40,0.141
B2,0,80,50,0.141
B2,0,80,60,0.141
B2,0,80,70,0.141
B2,0,80,80,0.141
B2,0,80,90,0.141
B2,0,80,100,0.141
B2,0,80,110,0.141
B2,0,80,120,0.141
B2,0,80,130,0.141
B2,0,80,140,0.141
B2,0,80,150,0.141
B2,0,80,160,0.141
B2,0,80,170,0.141
B2,0,80,180,0.141
B2,10,0,0,0.065
B2,10,0,10,0.065
B2,10,0,20,0.065
B2,10,0,30,0.065
B2,10,0,40,0.065
B2,10,0,50,0.065
B2,10,0,60,0.065
B2,10,0,70,0.065
B2,10,0,80,0.065
B2,10,0,90,0.065
B2,10,0,100,0.065
B2,10,0,110,0.065
B2,10,0,120,0.065
B2,10,0,130,0.065
B2,10,0,140,0.065
B2,10,0,150,0.065
B2,10,0,160,0.065
B2,10,0,170,0.065
B2,10,0,180,0.065
B2,10,10,0,0.067
B2,10,10,10,0.067
B2,10,10,20,0.067
B2,10,10,30,0.067
B2,10,10,40,0.067
B2,10,10,50,0.067
B2,10,10,60,0.066
B2,10,10,70,0.066
B2,10,10,80,0.066
B2,10,10,90,0.065
B2,10,10,100,0.065
B2,10,10,110,0.065
B2,10,10,120,0.064
B2,10,10,130,0.064
B2,10,10,140,0.064
B2,10,10,150,0.064
B2,10,10,160,0.064
B2,10,10,170,0.064
B2,10,10,180,0.064
B2,10,20,0,0.069
B2,10,20,10,0.069
B2,10,20,20,0.069
B2,10,20,30,0.069
B2,10,20,40,0.068
B2,10,20,50,0.068
B2,10,20,60,0.067
B2,10,20,70,0.067
B2,10,20,80,0.066
B2,10,20,90,0.066
B2,10,20,100,0.065
B2,10,20,110,0.064
B2,10,20,120,0.064
B2,10,20,130,0.063
B2,10,20,140,0.063
B2,10,20,150,0.062
B2,10,20,160,0.062
B2,10,20,170,0.062
B2,10,20,180,0.062
B2,10,30,0,0.072
B2,10,30,10,0.071
B2,10,30,20,0.071
B2,10,30,30,0.071
B2,10,30,40,0.07
B2,10,30,50,0.07
B2,10,30,60,0.069
B2,10,30,70,0.068
B2,10,30,80,0.067
B2,10,30,90,0.066
B2,10,30,100,0.065
B2,10,30,110,0.064
B2,10,30,120,0.063
B2,10,30,130,0.063
B2,10,30,140,0.062
B2,10,30,150,0.062
B2,10,30,160,0.061
B2,10,30,170,0.061
B2,10,30,180,0.061
B2,10,40,0,0.075
B2,10,40,10,0.075
B2,10,40,20,0.074
B2,10,40,30,0.074
B2,10,40,40,0.073
B2,10,40,50,0.072
B2,10,40,60,0.071
B2,10,40,70,0.07
B2,10,40,80,0.069
B2,10,40,90,0.068
B2,10,40,100,0.066
B2,10,40,110,0.065
B2,10,40,120,0.064
B2,10,40,130,0.063
B2,10,40,140,0.063
B2,10,40,150,0.062
B2,10,40,160,0.062
B2,10,40,170,0.061
B2,10,40,180,0.061
B2,10,50,0,0.08
B2,10,50,10,0.08
B2,10,50,20,0.079
B2,10,50,30,0.078
B2,10,50,40,0.078
B2,10,50,50,0.076
B2,10,50,60,0.075
B2,10,50,70,0.074
B2,10,50,80,0.073
B2,10,50,90,0.071
B2,10,50,100,0.07
B2,10,50,110,0.069
B2,10,50,120,0.067
B2,10,50,130,0.066
B2,10,50,140,0.066
B2,10,50,150,0.065
B2,10,50,160,0.064
B2,10,50,170,0.064
B2,10,50,180,0.064
B2,10,60,0,0.089
B2,10,60,10,0.089
B2,10,60,20,0.088
B2,10,60,30,0.087
B2,10,60,40,0.086
B2,10,60,50,0.085
B2,10,60,60,0.084
B2,10,60,70,0.082
B2,10,60,80,0.081
B2,10,60,90,0.079
B2,10,60,100,0.078
B2,10,60,110,0.076
B2,10,60,120,0.075
B2,10,60,130,0.074
B2,10,60,140,0.073
B2,10,60,150,0.073
B2,10,60,160,0.072
B2,10,60,170,0.072
B2,10,60,180,0.072
B2,10,70,0,0.108
B2,10,70,10,0.108
B2,10,70,20,0.107
B2,10,70,30,0.106
B2,10,70,40,0.105
B2,10,70,50,0.104
B2,10,70,60,0.102
B2,10,70,70,0.1
B2,10,70,80,0.099
B2,10,70,90,0.097
B2,10,70,100,0.096
B2,10,70,110,0.095
B2,10,70,120,0.093
B2,10,70,130,0.093
B2,10,70,140,0.092
B2,10,70,150,0.091
B2,10,70,160,0.091
B2,10,70,170,0.091
B2,10,70,180,0.091
B2,10,80,0,0.153
B2,10,80,10,0.153
B2,10,80,20,0.153
B2,10,80,30,0.152
B2,10,80,40,0.15
B2,10,80,50,0.149
B2,10,80,60,0.147
B2,10,80,70,0.146
B2,10,80,80,0.144
B2,10,80,90,0.143
B2,10,80,100,0.142
B2,10,80,110,0.141
B2,10,80,120,0.14
B2,10,80,130,0.14
B2,10,80,140,0.139
B2,10,80,150,0.139
B2,10,80,160,0.139
B2,10,80,170,0.139
B2,10,80,180,0.139
B2,20,0,0,0.065
B2,20,0,10,0.065
B2,20,0,20,0.065
B2,20,0,30,0.065
B2,20,0,40,0.065
B2,20,0,50,0.065
B2,20,0,60,0.065
B2,20,0,70,0.065
B2,20,0,80,0.065
B2,20,0,90,0.065
B2,20,0,100,0.065
B2,20,0,110,0.065
B2,20,0,120,0.065
B2,20,0,130,0.065
B2,20,0,140,0.065
B2,20,0,150,0.065
B2,20,0,160,0.065
B2,20,0,170,0.065
B2,20,0,180,0.065
B2,20,10,0,0.069
B2,20,10,10,0.069
B2,20,10,20,0.069
B2,20,10,30,0.069
B2,20,10,40,0.068
B2,20,10,50,0.068
B2,20,10,60,0.067
B2,20,10,70,0.067
B2,20,10,80,0.066
B2,20,10,90,0.066
B2,20,10,100,0.065
B2,20,10,110,0.064
B2,20,10,120,0.064
B2,20,10,130,0.063
B2,20,10,140,0.063
B2,20,10,150,0.062
B2,20,10,160,0.062
B2,20,10,170,0.062
B2,20,10,180,0.062
B2,20,20,0,0.073
B2,20,20,10,0.073
B2,20,20,20,0.073
B2,20,20,30,0.072
B2,20,20,40,0.072
B2,20,20,50,0.071
B2,20,20,60,0.069
B2,20,20,70,0.068
B2,20,20,80,0.067
B2,20,20,90,0.066
B2,20,20,100,0.065
B2,20,20,110,0.063
B2,20,20,120,0.062
B2,20,20,130,0.061
B2,20,20,140,0.061
B2,20,20,150,0.06
B2,20,20,160,0.059
B2,20,20,170,0.059
B2,20,20,180,0.059
B2,20,30,0,0.078
B2,20,30,10,0.078
B2,20,30,20,0.077
B2,20,30,30,0.076
B2,20,30,40,0.075
B2,20,30,50,0.074
B2,20,30,60,0.072
B2,20,30,70,0.07
B2,20,30,80,0.068
B2,20,30,90,0.067
B2,20,30,100,0.065
B2,20,30,110,0.063
B2,20,30,120,0.062
B2,20,30,130,0.06
B2,20,30,140,0.059
B2,20,30,150,0.058
B2,20,30,160,0.058
B2,20,30,170,0.057
B2,20,30,180,0.057
B2,20,40,0,0.084
B2,20,40,10,0.083
B2,20,40,20,0.083
B2,20,40,30,0.081
B2,20,40,40,0.08
B2,20,40,50,0.078
B2,20,40,60,0.076
B2,20,40,70,0.073
B2,20,40,80,0.071
B2,20,40,90,0.069
B2,20,40,100,0.066
B2,20,40,110,0.064
B2,20,40,120,0.062
B2,20,40,130,0.061
B2,20,40,140,0.06
B2,20,40,150,0.059
B2,20,40,160,0.058
B2,20,40,170,0.057
B2,20,40,180,0.057
B2,20,50,0,0.091
B2,20,50,10,0.091
B2,20,50,20,0.09
B2,20,50,30,0.089
B2,20,50,40,0.086
B2,20,50,50,0.084
B2,20,50,60,0.081
B2,20,50,70,0.078
B2,20,50,80,0.076
B2,20,50,90,0.073
B2,20,50,100,0.07
B2,20,50,110,0.068
B2,20,50,120,0.066
B2,20,50,130,0.064
B2,20,50,140,0.063
B2,20,50,150,0.062
B2,20,50,160,0.061
B2,20,50,170,0.061
B2,20,50,180,0.061
B2,20,60,0,0.104
B2,20,60,10,0.103
B2,20,60,20,0.102
B2,20,60,30,0.1
B2,20,60,40,0.098
B2,20,60,50,0.095
B2,20,60,60,0.091
B2,20,60,70,0.088
B2,20,60,80,0.085
B2,20,60,90,0.082
B2,20,60,100,0.079
B2,20,60,110,0.077
B2,20,60,120,0.075
B2,20,60,130,0.073
B2,20,60,140,0.072
B2,20,60,150,0.071
B2,20,60,160,0.071
B2,20,60,170,0.07
B2,20,60,180,0.07
B2,20,70,0,0.126
B2,20,70,10,0.126
B2,20,70,20,0.124
B2,20,70,30,0.122
B2,20,70,40,0.119
B2,20,70,50,0.116
B2,20,70,60,0.112
B2,20,70,70,0.108
B2,20,70,80,0.105
B2,20,70,90,0.102
B2,20,70,100,0.099
B2,20,70,110,0.097
B2,20,70,120,0.095
B2,20,70,130,0.094
B2,20,70,140,0.093
B2,20,70,150,0.093
B2,20,70,160,0.093
B2,20,70,170,0.093
B2,20,70,180,0.093
B2,20,80,0,0.178
B2,20,80,10,0.177
B2,20,80,20,0.176
B2,20,80,30,0.173
B2,20,80,40,0.169
B2,20,80,50,0.165
B2,20,80,60,0.161
B2,20,80,70,0.157
B2,20,80,80,0.153
B2,20,80,90,0.15
B2,20,80,100,0.148
B2,20,80,110,0.147
B2,20,80,120,0.147
B2,20,80,130,0.147
B2,20,80,140,0.148
B2,20,80,150,0.148
B2,20,80,160,0.149
B2,20,80,170,0.15
B2,20,80,180,0.15
B2,30,0,0,0.066
B2,30,0,10,0.066
B2,30,0,20,0.066
B2,30,0,30,0.066
B2,30,0,40,0.066
B2,30,0,50,0.066
B2,30,0,60,0.066
B2,30,0,70,0.066
B2,30,0,80,0.066
B2,30,0,90,0.066
B2,30,0,100,0.066
B2,30,0,110,0.066
B2,30,0,120,0.066
B2,30,0,130,0.066
B2,30,0,140,0.066
B2,30,0,150,0.066
B2,30,0,160,0.066
B2,30,0,170,0.066
B2,30,0,180,0.066
B2,30,10,0,0.072
B2,30,10,10,0.071
B2,30,10,20,0.071
B2,30,10,30,0.071
B2,30,10,40,0.07
B2,30,10,50,0.07
B2,30,10,60,0.069
B2,30,10,70,0.068
B2,30,10,80,0.067
B2,30,10,90,0.066
B2,30,10,100,0.065
B2,30,10,110,0.064
B2,30,10,120,0.063
B2,30,10,130,0.063
B2,30,10,140,0.062
B2,30,10,150,0.062
B2,30,10,160,0.061
B2,30,10,170,0.061
B2,30,10,180,0.061
B2,30,20,0,0.078
B2,30,20,10,0.078
B2,30,20,20,0.077
B2,30,20,30,0.076
B2,30,20,40,0.075
B2,30,20,50,0.074
B2,30,20,60,0.072
B2,30,20,70,0.07
B2,30,20,80,0.068
B2,30,20,90,0.067
B2,30,20,100,0.065
B2,30,20,110,0.063
B2,30,20,120,0.062
B2,30,20,130,0.06
B2,30,20,140,0.059
B2,30,20,150,0.058
B2,30,20,160,0.058
B2,30,20,170,0.057
B2,30,20,180,0.057
B2,30,30,0,0.085
B2,30,30,10,0.085
B2,30,30,20,0.084
B2,30,30,30,0.083
B2,30,30,40,0.081
B2,30,30,50,0.079
B2,30,30,60,0.076
B2,30,30,70,0.073
B2,30,30,80,0.071
B2,30,30,90,0.068
B2,30,30,100,0.065
B2,30,30,110,0.063
B2,30,30,120,0.061
B2,30,30,130,0.059
B2,30,30,140,0.058
B2,30,30,150,0.057
B2,30,30,160,0.056
B2,30,30,170,0.055
B2,30,30,180,0.055
B2,30,40,0,0.094
B2,30,40,10,0.094
B2,30,40,20,0.093
B2,30,40,30,0.091
B2,30,40,40,0.088
B2,30,40,50,0.085
B2,30,40,60,0.081
B2,30,40,70,0.078
B2,30,40,80,0.074
B2,30,40,90,0.071
