Band,SZA,VZA,RAA,R_atm
B8,10,80,0,0.072
B8,10,80,10,0.072
B8,10,80,20,0.072
B8,10,80,30,0.071
B8,10,80,40,0.071
B8,10,80,50,0.07
B8,10,80,60,0.069
B8,10,80,70,0.068
B8,10,80,80,0.068
B8,10,80,90,0.067
B8,10,80,100,0.066
B8,10,80,110,0.066
B8,10,80,120,0.066
B8,10,80,130,0.066
B8,10,80,140,0.065
B8,10,80,150,0.065
B8,10,80,160,0.065
B8,10,80,170,0.065
B8,10,80,180,0.065
B8,20,0,0,0.029
B8,20,0,10,0.029
B8,20,0,20,0.029
B8,20,0,30,0.029
B8,20,0,40,0.029
B8,20,0,50,0.029
B8,20,0,60,0.029
B8,20,0,70,0.029
B8,20,0,80,0.029
B8,20,0,90,0.029
B8,20,0,100,0.029
B8,20,0,110,0.029
B8,20,0,120,0.029
B8,20,0,130,0.029
B8,20,0,140,0.029
B8,20,0,150,0.029
B8,20,0,160,0.029
B8,20,0,170,0.029
B8,20,0,180,0.029
B8,20,10,0,0.031
B8,20,10,10,0.031
B8,20,10,20,0.031
B8,20,10,30,0.031
B8,20,10,40,0.031
B8,20,10,50,0.03
B8,20,10,60,0.03
B8,20,10,70,0.03
B8,20,10,80,0.03
B8,20,10,90,0.029
B8,20,10,100,0.029
B8,20,10,110,0.029
B8,20,10,120,0.028
B8,20,10,130,0.028
B8,20,10,140,0.028
B8,20,10,150,0.028
B8,20,10,160,0.028
B8,20,10,170,0.028
B8,20,10,180,0.028
B8,20,20,0,0.033
B8,20,20,10,0.033
B8,20,20,20,0.033
B8,20,20,30,0.032
B8,20,20,40,0.032
B8,20,20,50,0.032
B8,20,20,60,0.031
B8,20,20,70,0.031
B8,20,20,80,0.03
B8,20,20,90,0.029
B8,20,20,100,0.029
B8,20,20,110,0.028
B8,20,20,120,0.028
B8,20,20,130,0.027
B8,20,20,140,0.027
B8,20,20,150,0.027
B8,20,20,160,0.027
B8,20,20,170,0.026
B8,20,20,180,0.026
B8,20,30,0,0.035
B8,20,30,10,0.035
B8,20,30,20,0.035
B8,20,30,30,0.034
B8,20,30,40,0.034
B8,20,30,50,0.033
B8,20,30,60,0.032
B8,20,30,70,0.031
B8,20,30,80,0.031
B8,20,30,90,0.03
B8,20,30,100,0.029
B8,20,30,110,0.028
B8,20,30,120,0.028
B8,20,30,130,0.027
B8,20,30,140,0.026
B8,20,30,150,0.026
B8,20,30,160,0.026
B8,20,30,170,0.026
B8,20,30,180,0.026
B8,20,40,0,0.038
B8,20,40,10,0.037
B8,20,40,20,0.037
B8,20,40,30,0.037
B8,20,40,40,0.036
B8,20,40,50,0.035
B8,20,40,60,0.034
B8,20,40,70,0.033
B8,20,40,80,0.032
B8,20,40,90,0.031
B8,20,40,100,0.03
B8,20,40,110,0.029
B8,20,40,120,0.028
B8,20,40,130,0.027
B8,20,40,140,0.027
B8,20,40,150,0.026
B8,20,40,160,0.026
B8,20,40,170,0.026
B8,20,40,180,0.026
B8,20,50,0,0.041
B8,20,50,10,0.041
B8,20,50,20,0.04
B8,20,50,30,0.04
B8,20,50,40,0.039
B8,20,50,50,0.038
B8,20,50,60,0.036
B8,20,50,70,0.035
B8,20,50,80,0.034
B8,20,50,90,0.033
B8,20,50,100,0.031
B8,20,50,110,0.03
B8,20,50,120,0.029
B8,20,50,130,0.029
B8,20,50,140,0.028
B8,20,50,150,0.028
B8,20,50,160,0.027
B8,20,50,170,0.027
B8,20,50,180,0.027
B8,20,60,0,0.047
B8,20,60,10,0.047
B8,20,60,20,0.046
B8,20,60,30,0.045
B8,20,60,40,0.044
B8,20,60,50,0.043
B8,20,60,60,0.041
B8,20,60,70,0.04
B8,20,60,80,0.038
B8,20,60,90,0.037
B8,20,60,100,0.035
B8,20,60,110,0.034
B8,20,60,120,0.033
B8,20,60,130,0.033
B8,20,60,140,0.032
B8,20,60,150,0.032
B8,20,60,160,0.032
B8,20,60,170,0.031
B8,20,60,180,0.031
B8,20,70,0,0.058
B8,20,70,10,0.057
B8,20,70,20,0.057
B8,20,70,30,0.056
B8,20,70,40,0.054
B8,20,70,50,0.053
B8,20,70,60,0.051
B8,20,70,70,0.049
B8,20,70,80,0.047
B8,20,70,90,0.046
B8,20,70,100,0.045
B8,20,70,110,0.044
B8,20,70,120,0.043
B8,20,70,130,0.043
B8,20,70,140,0.042
B8,20,70,150,0.042
B8,20,70,160,0.042
B8,20,70,170,0.042
B8,20,70,180,0.042
B8,20,80,0,0.084
B8,20,80,10,0.084
B8,20,80,20,0.083
B8,20,80,30,0.081
B8,20,80,40,0.08
B8,20,80,50,0.078
B8,20,80,60,0.075
B8,20,80,70,0.073
B8,20,80,80,0.072
B8,20,80,90,0.07
B8,20,80,100,0.069
B8,20,80,110,0.069
B8,20,80,120,0.069
B8,20,80,130,0.069
B8,20,80,140,0.069
B8,20,80,150,0.07
B8,20,80,160,0.07
B8,20,80,170,0.07
B8,20,80,180,0.07
B8,30,0,0,0.029
B8,30,0,10,0.029
B8,30,0,20,0.029
B8,30,0,30,0.029
B8,30,0,40,0.029
B8,30,0,50,0.029
B8,30,0,60,0.029
B8,30,0,70,0.029
B8,30,0,80,0.029
B8,30,0,90,0.029
B8,30,0,100,0.029
B8,30,0,110,0.029
B8,30,0,120,0.029
B8,30,0,130,0.029
B8,30,0,140,0.029
B8,30,0,150,0.029
B8,30,0,160,0.029
B8,30,0,170,0.029
B8,30,0,180,0.029
B8,30,10,0,0.032
B8,30,10,10,0.032
B8,30,10,20,0.032
B8,30,10,30,0.032
B8,30,10,40,0.031
B8,30,10,50,0.031
B8,30,10,60,0.031
B8,30,10,70,0.03
B8,30,10,80,0.03
B8,30,10,90,0.03
B8,30,10,100,0.029
B8,30,10,110,0.029
B8,30,10,120,0.028
B8,30,10,130,0.028
B8,30,10,140,0.028
B8,30,10,150,0.028
B8,30,10,160,0.027
B8,30,10,170,0.027
B8,30,10,180,0.027
B8,30,20,0,0.035
B8,30,20,10,0.035
B8,30,20,20,0.035
B8,30,20,30,0.034
B8,30,20,40,0.034
B8,30,20,50,0.033
B8,30,20,60,0.032
B8,30,20,70,0.031
B8,30,20,80,0.031
B8,30,20,90,0.03
B8,30,20,100,0.029
B8,30,20,110,0.028
B8,30,20,120,0.028
B8,30,20,130,0.027
B8,30,20,140,0.026
B8,30,20,150,0.026
B8,30,20,160,0.026
B8,30,20,170,0.026
B8,30,20,180,0.026
B8,30,30,0,0.038
B8,30,30,10,0.038
B8,30,30,20,0.038
B8,30,30,30,0.037
B8,30,30,40,0.036
B8,30,30,50,0.035
B8,30,30,60,0.034
B8,30,30,70,0.033
B8,30,30,80,0.032
B8,30,30,90,0.03
B8,30,30,100,0.029
B8,30,30,110,0.028
B8,30,30,120,0.027
B8,30,30,130,0.026
B8,30,30,140,0.026
B8,30,30,150,0.025
B8,30,30,160,0.025
B8,30,30,170,0.025
B8,30,30,180,0.025
B8,30,40,0,0.042
B8,30,40,10,0.042
B8,30,40,20,0.042
B8,30,40,30,0.041
B8,30,40,40,0.039
B8,30,40,50,0.038
B8,30,40,60,0.036
B8,30,40,70,0.035
B8,30,40,80,0.033
B8,30,40,90,0.032
B8,30,40,100,0.03
B8,30,40,110,0.029
B8,30,40,120,0.028
B8,30,40,130,0.027
B8,30,40,140,0.026
B8,30,40,150,0.026
B8,30,40,160,0.025
B8,30,40,170,0.025
B8,30,40,180,0.025
B8,30,50,0,0.048
B8,30,50,10,0.047
B8,30,50,20,0.047
B8,30,50,30,0.045
B8,30,50,40,0.044
B8,30,50,50,0.042
B8,30,50,60,0.04
B8,30,50,70,0.038
B8,30,50,80,0.036
B8,30,50,90,0.034
B8,30,50,100,0.032
B8,30,50,110,0.031
B8,30,50,120,0.03
B8,30,50,130,0.029
B8,30,50,140,0.028
B8,30,50,150,0.028
B8,30,50,160,0.027
B8,30,50,170,0.027
B8,30,50,180,0.027
B8,30,60,0,0.055
B8,30,60,10,0.055
B8,30,60,20,0.054
B8,30,60,30,0.053
B8,30,60,40,0.051
B8,30,60,50,0.048
B8,30,60,60,0.046
B8,30,60,70,0.043
B8,30,60,80,0.041
B8,30,60,90,0.039
B8,30,60,100,0.037
B8,30,60,110,0.036
B8,30,60,120,0.035
B8,30,60,130,0.034
B8,30,60,140,0.033
B8,30,60,150,0.033
B8,30,60,160,0.033
B8,30,60,170,0.033
B8,30,60,180,0.033
B8,30,70,0,0.07
B8,30,70,10,0.069
B8,30,70,20,0.068
B8,30,70,30,0.066
B8,30,70,40,0.063
B8,30,70,50,0.06
B8,30,70,60,0.057
B8,30,70,70,0.054
B8,30,70,80,0.052
B8,30,70,90,0.049
B8,30,70,100,0.048
B8,30,70,110,0.047
B8,30,70,120,0.046
B8,30,70,130,0.046
B8,30,70,140,0.046
B8,30,70,150,0.046
B8,30,70,160,0.046
B8,30,70,170,0.047
B8,30,70,180,0.047
B8,30,80,0,0.102
B8,30,80,10,0.101
B8,30,80,20,0.1
B8,30,80,30,0.097
B8,30,80,40,0.093
B8,30,80,50,0.089
B8,30,80,60,0.085
B8,30,80,70,0.082
B8,30,80,80,0.079
B8,30,80,90,0.076
B8,30,80,100,0.075
B8,30,80,110,0.075
B8,30,80,120,0.075
B8,30,80,130,0.076
B8,30,80,140,0.078
B8,30,80,150,0.08
B8,30,80,160,0.081
B8,30,80,170,0.082
B8,30,80,180,0.082
B8,40,0,0,0.03
B8,40,0,10,0.03
B8,40,0,20,0.03
B8,40,0,30,0.03
B8,40,0,40,0.03
B8,40,0,50,0.03
B8,40,0,60,0.03
B8,40,0,70,0.03
B8,40,0,80,0.03
B8,40,0,90,0.03
B8,40,0,100,0.03
B8,40,0,110,0.03
B8,40,0,120,0.03
B8,40,0,130,0.03
B8,40,0,140,0.03
B8,40,0,150,0.03
B8,40,0,160,0.03
B8,40,0,170,0.03
B8,40,0,180,0.03
B8,40,10,0,0.033
B8,40,10,10,0.033
B8,40,10,20,0.033
B8,40,10,30,0.033
B8,40,10,40,0.033
B8,40,10,50,0.032
B8,40,10,60,0.032
B8,40,10,70,0.031
B8,40,10,80,0.031
B8,40,10,90,0.03
B8,40,10,100,0.03
B8,40,10,110,0.029
B8,40,10,120,0.029
B8,40,10,130,0.028
B8,40,10,140,0.028
B8,40,10,150,0.028
B8,40,10,160,0.028
B8,40,10,170,0.027
B8,40,10,180,0.027
B8,40,20,0,0.038
B8,40,20,10,0.037
B8,40,20,20,0.037
B8,40,20,30,0.037
B8,40,20,40,0.036
B8,40,20,50,0.035
B8,40,20,60,0.034
B8,40,20,70,0.033
B8,40,20,80,0.032
B8,40,20,90,0.031
B8,40,20,100,0.03
B8,40,20,110,0.029
B8,40,20,120,0.028
B8,40,20,130,0.027
B8,40,20,140,0.027
B8,40,20,150,0.026
B8,40,20,160,0.026
B8,40,20,170,0.026
B8,40,20,180,0.026
B8,40,30,0,0.042
B8,40,30,10,0.042
B8,40,30,20,0.042
B8,40,30,30,0.041
B8,40,30,40,0.039
B8,40,30,50,0.038
B8,40,30,60,0.036
B8,40,30,70,0.035
B8,40,30,80,0.033
B8,40,30,90,0.032
B8,40,30,100,0.03
B8,40,30,110,0.029
B8,40,30,120,0.028
B8,40,30,130,0.027
B8,40,30,140,0.026
B8,40,30,150,0.026
B8,40,30,160,0.025
B8,40,30,170,0.025
B8,40,30,180,0.025
B8,40,40,0,0.048
B8,40,40,10,0.048
B8,40,40,20,0.047
B8,40,40,30,0.046
B8,40,40,40,0.044
B8,40,40,50,0.042
B8,40,40,60,0.04
B8,40,40,70,0.038
B8,40,40,80,0.035
B8,40,40,90,0.033
B8,40,40,100,0.031
B8,40,40,110,0.03
B8,40,40,120,0.029
B8,40,40,130,0.028
B8,40,40,140,0.027
B8,40,40,150,0.026
B8,40,40,160,0.026
B8,40,40,170,0.026
B8,40,40,180,0.026
B8,40,50,0,0.056
B8,40,50,10,0.055
B8,40,50,20,0.054
B8,40,50,30,0.052
B8,40,50,40,0.05
B8,40,50,50,0.047
B8,40,50,60,0.045
B8,40,50,70,0.042
B8,40,50,80,0.039
B8,40,50,90,0.036
B8,40,50,100,0.034
B8,40,50,110,0.033
B8,40,50,120,0.032
B8,40,50,130,0.031
B8,40,50,140,0.03
B8,40,50,150,0.03
B8,40,50,160,0.03
B8,40,50,170,0.03
B8,40,50,180,0.03
B8,40,60,0,0.067
B8,40,60,10,0.066
B8,40,60,20,0.065
B8,40,60,30,0.062
B8,40,60,40,0.059
B8,40,60,50,0.056
B8,40,60,60,0.052
B8,40,60,70,0.049
B8,40,60,80,0.045
B8,40,60,90,0.042
B8,40,60,100,0.04
B8,40,60,110,0.039
B8,40,60,120,0.038
B8,40,60,130,0.037
B8,40,60,140,0.037
B8,40,60,150,0.038
B8,40,60,160,0.038
B8,40,60,170,0.038
B8,40,60,180,0.038
B8,40,70,0,0.086
B8,40,70,10,0.085
B8,40,70,20,0.083
B8,40,70,30,0.08
B8,40,70,40,0.076
B8,40,70,50,0.071
B8,40,70,60,0.066
B8,40,70,70,0.062
B8,40,70,80,0.058
B8,40,70,90,0.055
B8,40,70,100,0.053
B8,40,70,110,0.052
B8,40,70,120,0.052
B8,40,70,130,0.052
B8,40,70,140,0.053
B8,40,70,150,0.055
B8,40,70,160,0.056
B8,40,70,170,0.056
B8,40,70,180,0.057
B8,40,80,0,0.128
B8,40,80,10,0.127
B8,40,80,20,0.124
B8,40,80,30,0.119
B8,40,80,40,0.113
B8,40,80,50,0.106
B8,40,80,60,0.1
B8,40,80,70,0.094
B8,40,80,80,0.089
B8,40,80,90,0.086
B8,40,80,100,0.085
B8,40,80,110,0.085
B8,40,80,120,0.087
B8,40,80,130,0.09
B8,40,80,140,0.093
B8,40,80,150,0.097
B8,40,80,160,0.1
B8,40,80,170,0.102
B8,40,80,180,0.103
B8,50,0,0,0.032
B8,50,0,10,0.032
B8,50,0,20,0.032
B8,50,0,30,0.032
B8,50,0,40,0.032
B8,50,0,50,0.032
B8,50,0,60,0.032
B8,50,0,70,0.032
B8,50,0,80,0.032
B8,50,0,90,0.032
B8,50,0,100,0.032
B8,50,0,110,0.032
B8,50,0,120,0.032
B8,50,0,130,0.032
B8,50,0,140,0.032
B8,50,0,150,0.032
B8,50,0,160,0.032
B8,50,0,170,0.032
B8,50,0,180,0.032
B8,50,10,0,0.036
B8,50,10,10,0.036
B8,50,10,20,0.036
B8,50,10,30,0.035
B8,50,10,40,0.035
B8,50,10,50,0.034
B8,50,10,60,0.034
B8,50,10,70,0.033
B8,50,10,80,0.032
B8,50,10,90,0.032
B8,50,10,100,0.031
B8,50,10,110,0.031
B8,50,10,120,0.03
B8,50,10,130,0.03
B8,50,10,140,0.029
B8,50,10,150,0.029
B8,50,10,160,0.029
B8,50,10,170,0.029
B8,50,10,180,0.029
B8,50,20,0,0.041
B8,50,20,10,0.041
B8,50,20,20,0.04
B8,50,20,30,0.04
B8,50,20,40,0.039
B8,50,20,50,0.038
B8,50,20,60,0.036
B8,50,20,70,0.035
B8,50,20,80,0.034
B8,50,20,90,0.033
B8,50,20,100,0.031
B8,50,20,110,0.03
B8,50,20,120,0.029
B8,50,20,130,0.029
B8,50,20,140,0.028
B8,50,20,150,0.028
B8,50,20,160,0.027
B8,50,20,170,0.027
B8,50,20,180,0.027
B8,50,30,0,0.048
B8,50,30,10,0.047
B8,50,30,20,0.047
B8,50,30,30,0.045
B8,50,30,40,0.044
B8,50,30,50,0.042
B8,50,30,60,0.04
B8,50,30,70,0.038
B8,50,30,80,0.036
B8,50,30,90,0.034
B8,50,30,100,0.032
B8,50,30,110,0.031
B8,50,30,120,0.03
B8,50,30,130,0.029
B8,50,30,140,0.028
B8,50,30,150,0.028
B8,50,30,160,0.027
B8,50,30,170,0.027
B8,50,30,180,0.027
B8,50,40,0,0.056
B8,50,40,10,0.055
B8,50,40,20,0.054
B8,50,40,30,0.052
B8,50,40,40,0.05
B8,50,40,50,0.047
B8,50,40,60,0.045
B8,50,40,70,0.042
B8,50,40,80,0.039
B8,50,40,90,0.036
B8,50,40,100,0.034
B8,50,40,110,0.033
B8,50,40,120,0.032
B8,50,40,130,0.031
B8,50,40,140,0.03
B8,50,40,150,0.03
B8,50,40,160,0.03
B8,50,40,170,0.03
B8,50,40,180,0.03
B8,50,50,0,0.066
B8,50,50,10,0.066
B8,50,50,20,0.064
B8,50,50,30,0.062
B8,50,50,40,0.059
B8,50,50,50,0.055
B8,50,50,60,0.051
B8,50,50,70,0.047
B8,50,50,80,0.044
B8,50,50,90,0.041
B8,50,50,100,0.038
B8,50,50,110,0.037
B8,50,50,120,0.036
B8,50,50,130,0.035
B8,50,50,140,0.035
B8,50,50,150,0.035
B8,50,50,160,0.036
B8,50,50,170,0.036
B8,50,50,180,0.036
B8,50,60,0,0.082
B8,50,60,10,0.081
B8,50,60,20,0.079
B8,50,60,30,0.076
B8,50,60,40,0.071
B8,50,60,50,0.066
B8,50,60,60,0.061
B8,50,60,70,0.056
B8,50,60,80,0.052
B8,50,60,90,0.049
B8,50,60,100,0.046
B8,50,60,110,0.045
B8,50,60,120,0.044
B8,50,60,130,0.045
B8,50,60,140,0.046
B8,50,60,150,0.047
B8,50,60,160,0.048
B8,50,60,170,0.048
B8,50,60,180,0.048
B8,50,70,0,0.108
B8,50,70,10,0.107
B8,50,70,20,0.104
B8,50,70,30,0.099
B8,50,70,40,0.093
B8,50,70,50,0.086
B8,50,70,60,0.079
B8,50,70,70,0.073
B8,50,70,80,0.068
B8,50,70,90,0.064
B8,50,70,100,0.062
B8,50,70,110,0.061
B8,50,70,120,0.062
B8,50,70,130,0.064
B8,50,70,140,0.067
B8,50,70,150,0.07
B8,50,70,160,0.072
B8,50,70,170,0.073
B8,50,70,180,0.074
B8,50,80,0,0.165
B8,50,80,10,0.163
B8,50,80,20,0.158
B8,50,80,30,0.151
B8,50,80,40,0.142
B8,50,80,50,0.131
B8,50,80,60,0.121
B8,50,80,70,0.113
B8,50,80,80,0.106
B8,50,80,90,0.102
B8,50,80,100,0.101
B8,50,80,110,0.102
B8,50,80,120,0.107
B8,50,80,130,0.112
B8,50,80,140,0.119
B8,50,80,150,0.125
B8,50,80,160,0.131
B8,50,80,170,0.134
B8,50,80,180,0.135
B8,60,0,0,0.035
B8,60,0,10,0.035
B8,60,0,20,0.035
B8,60,0,30,0.035
B8,60,0,40,0.035
B8,60,0,50,0.035
B8,60,0,60,0.035
B8,60,0,70,0.035
B8,60,0,80,0.035
B8,60,0,90,0.035
B8,60,0,100,0.035
B8,60,0,110,0.035
B8,60,0,120,0.035
B8,60,0,130,0.035
B8,60,0,140,0.035
B8,60,0,150,0.035
B8,60,0,160,0.035
B8,60,0,170,0.035
B8,60,0,180,0.035
B8,60,10,0,0.04
B8,60,10,10,0.04
B8,60,10,20,0.04
B8,60,10,30,0.039
B8,60,10,40,0.039
B8,60,10,50,0.038
B8,60,10,60,0.038
B8,60,10,70,0.037
B8,60,10,80,0.036
B8,60,10,90,0.036
B8,60,10,100,0.035
B8,60,10,110,0.034
B8,60,10,120,0.034
B8,60,10,130,0.033
B8,60,10,140,0.033
B8,60,10,150,0.033
B8,60,10,160,0.032
B8,60,10,170,0.032
B8,60,10,180,0.032
B8,60,20,0,0.047
B8,60,20,10,0.047
B8,60,20,20,0.046
B8,60,20,30,0.045
B8,60,20,40,0.044
B8,60,20,50,0.043
B8,60,20,60,0.041
B8,60,20,70,0.04
B8,60,20,80,0.038
B8,60,20,90,0.037
B8,60,20,100,0.035
B8,60,20,110,0.034
B8,60,20,120,0.033
B8,60,20,130,0.033
B8,60,20,140,0.032
B8,60,20,150,0.032
B8,60,20,160,0.032
B8,60,20,170,0.031
B8,60,20,180,0.031
B8,60,30,0,0.055
B8,60,30,10,0.055
B8,60,30,20,0.054
B8,60,30,30,0.053
B8,60,30,40,0.051
B8,60,30,50,0.048
B8,60,30,60,0.046
B8,60,30,70,0.043
B8,60,30,80,0.041
B8,60,30,90,0.039
B8,60,30,100,0.037
B8,60,30,110,0.036
B8,60,30,120,0.035
B8,60,30,130,0.034
B8,60,30,140,0.033
B8,60,30,150,0.033
B8,60,30,160,0.033
B8,60,30,170,0.033
B8,60,30,180,0.033
B8,60,40,0,0.067
B8,60,40,10,0.066
B8,60,40,20,0.065
B8,60,40,30,0.062
B8,60,40,40,0.059
B8,60,40,50,0.056
B8,60,40,60,0.052
B8,60,40,70,0.049
B8,60,40,80,0.045
B8,60,40,90,0.042
B8,60,40,100,0.04
B8,60,40,110,0.039
B8,60,40,120,0.038
B8,60,40,130,0.037
B8,60,40,140,0.037
B8,60,40,150,0.038
B8,60,40,160,0.038
B8,60,40,170,0.038
B8,60,40,180,0.038
B8,60,50,0,0.082
B8,60,50,10,0.081
B8,60,50,20,0.079
B8,60,50,30,0.076
B8,60,50,40,0.071
B8,60,50,50,0.066
B8,60,50,60,0.061
B8,60,50,70,0.056
B8,60,50,80,0.052
B8,60,50,90,0.049
B8,60,50,100,0.046
B8,60,50,110,0.045
B8,60,50,120,0.044
B8,60,50,130,0.045
B8,60,50,140,0.046
B8,60,50,150,0.047
B8,60,50,160,0.048
B8,60,50,170,0.048
B8,60,50,180,0.048
B8,60,60,0,0.104
B8,60,60,10,0.103
B8,60,60,20,0.1
B8,60,60,30,0.095
B8,60,60,40,0.089
B8,60,60,50,0.082
B8,60,60,60,0.075
B8,60,60,70,0.068
B8,60,60,80,0.063
B8,60,60,90,0.059
B8,60,60,100,0.057
B8,60,60,110,0.056
B8,60,60,120,0.057
B8,60,60,130,0.058
B8,60,60,140,0.061
B8,60,60,150,0.063
B8,60,60,160,0.065
B8,60,60,170,0.067
B8,60,60,180,0.067
B8,60,70,0,0.141
B8,60,70,10,0.14
B8,60,70,20,0.135
B8,60,70,30,0.128
B8,60,70,40,0.119
B8,60,70,50,0.109
B8,60,70,60,0.1
B8,60,70,70,0.091
B8,60,70,80,0.084
B8,60,70,90,0.08
B8,60,70,100,0.078
B8,60,70,110,0.078
B8,60,70,120,0.081
B8,60,70,130,0.085
B8,60,70,140,0.09
B8,60,70,150,0.096
B8,60,70,160,0.1
B8,60,70,170,0.103
B8,60,70,180,0.104
B8,60,80,0,0.221
B8,60,80,10,0.219
B8,60,80,20,0.211
B8,60,80,30,0.2
B8,60,80,40,0.186
B8,60,80,50,0.17
B8,60,80,60,0.156
B8,60,80,70,0.143
B8,60,80,80,0.133
B8,60,80,90,0.128
B8,60,80,100,0.128
B8,60,80,110,0.132
B8,60,80,120,0.139
B8,60,80,130,0.15
B8,60,80,140,0.161
B8,60,80,150,0.172
B8,60,80,160,0.181
B8,60,80,170,0.187
B8,60,80,180,0.189
B8,70,0,0,0.044
B8,70,0,10,0.044
B8,70,0,20,0.044
B8,70,0,30,0.044
B8,70,0,40,0.044
B8,70,0,50,0.044
B8,70,0,60,0.044
B8,70,0,70,0.044
B8,70,0,80,0.044
B8,70,0,90,0.044
B8,70,0,100,0.044
B8,70,0,110,0.044
B8,70,0,120,0.044
B8,70,0,130,0.044
B8,70,0,140,0.044
B8,70,0,150,0.044
B8,70,0,160,0.044
B8,70,0,170,0.044
B8,70,0,180,0.044
B8,70,10,0,0.049
B8,70,10,10,0.049
B8,70,10,20,0.049
B8,70,10,30,0.048
B8,70,10,40,0.048
B8,70,10,50,0.047
B8,70,10,60,0.046
B8,70,10,70,0.046
B8,70,10,80,0.045
B8,70,10,90,0.044
B8,70,10,100,0.043
B8,70,10,110,0.043
B8,70,10,120,0.042
B8,70,10,130,0.042
B8,70,10,140,0.042
B8,70,10,150,0.041
B8,70,10,160,0.041
B8,70,10,170,0.041
B8,70,10,180,0.041
B8,70,20,0,0.058
B8,70,20,10,0.057
B8,70,20,20,0.057
B8,70,20,30,0.056
B8,70,20,40,0.054
B8,70,20,50,0.053
B8,70,20,60,0.051
B8,70,20,70,0.049
B8,70,20,80,0.047
B8,70,20,90,0.046
B8,70,20,100,0.045
B8,70,20,110,0.044
B8,70,20,120,0.043
B8,70,20,130,0.043
B8,70,20,140,0.042
B8,70,20,150,0.042
B8,70,20,160,0.042
B8,70,20,170,0.042
B8,70,20,180,0.042
B8,70,30,0,0.07
B8,70,30,10,0.069
B8,70,30,20,0.068
B8,70,30,30,0.066
B8,70,30,40,0.063
B8,70,30,50,0.06
B8,70,30,60,0.057
B8,70,30,70,0.054
B8,70,30,80,0.052
B8,70,30,90,0.049
B8,70,30,100,0.048
B8,70,30,110,0.047
B8,70,30,120,0.046
B8,70,30,130,0.046
B8,70,30,140,0.046
B8,70,30,150,0.046
B8,70,30,160,0.046
B8,70,30,170,0.047
B8,70,30,180,0.047
B8,70,40,0,0.086
B8,70,40,10,0.085
B8,70,40,20,0.083
B8,70,40,30,0.08
B8,70,40,40,0.076
B8,70,40,50,0.071
B8,70,40,60,0.066
B8,70,40,70,0.062
B8,70,40,80,0.058
B8,70,40,90,0.055
B8,70,40,100,0.053
B8,70,40,110,0.052
B8,70,40,120,0.052
B8,70,40,130,0.052
B8,70,40,140,0.053
B8,70,40,150,0.055
B8,70,40,160,0.056
B8,70,40,170,0.056
B8,70,40,180,0.057
B8,70,50,0,0.108
B8,70,50,10,0.107
B8,70,50,20,0.104
B8,70,50,30,0.099
B8,70,50,40,0.093
B8,70,50,50,0.086
B8,70,50,60,0.079
B8,70,50,70,0.073
B8,70,50,80,0.068
B8,70,50,90,0.064
B8,70,50,100,0.062
B8,70,50,110,0.061
B8,70,50,120,0.062
B8,70,50,130,0.064
B8,70,50,140,0.067
B8,70,50,150,0.07
B8,70,50,160,0.072
B8,70,50,170,0.073
B8,70,50,180,0.074
B8,70,60,0,0.141
B8,70,60,10,0.14
B8,70,60,20,0.135
B8,70,60,30,0.128
B8,70,60,40,0.119
B8,70,60,50,0.109
B8,70,60,60,0.1
B8,70,60,70,0.091
B8,70,60,80,0.084
B8,70,60,90,0.08
B8,70,60,100,0.078
B8,70,60,110,0.078
B8,70,60,120,0.081
B8,70,60,130,0.085
B8,70,60,140,0.09
B8,70,60,150,0.096
B8,70,60,160,0.1
B8,70,60,170,0.103
B8,70,60,180,0.104
B8,70,70,0,0.197
B8,70,70,10,0.195
B8,70,70,20,0.188
B8,70,70,30,0.177
B8,70,70,40,0.164
B8,70,70,50,0.15
B8,70,70,60,0.136
B8,70,70,70,0.123
B8,70,70,80,0.114
B8,70,70,90,0.109
B8,70,70,100,0.108
B8,70,70,110,0.11
B8,70,70,120,0.117
B8,70,70,130,0.125
B8,70,70,140,0.135
B8,70,70,150,0.144
B8,70,70,160,0.152
B8,70,70,170,0.157
B8,70,70,180,0.159
B8,70,80,0,0.319
B8,70,80,10,0.315
B8,70,80,20,0.303
B8,70,80,30,0.286
B8,70,80,40,0.264
B8,70,80,50,0.24
B8,70,80,60,0.217
B8,70,80,70,0.198
B8,70,80,80,0.184
B8,70,80,90,0.178
B8,70,80,100,0.178
B8,70,80,110,0.186
B8,70,80,120,0.2
B8,70,80,130,0.218
B8,70,80,140,0.238
B8,70,80,150,0.257
B8,70,80,160,0.272
B8,70,80,170,0.282
B8,70,80,180,0.286
B8,80,0,0,0.066
B8,80,0,10,0.066
B8,80,0,20,0.066
B8,80,0,30,0.066
B8,80,0,40,0.066
B8,80,0,50,0.066
B8,80,0,60,0.066
B8,80,0,70,0.066
B8,80,0,80,0.066
B8,80,0,90,0.066
B8,80,0,100,0.066
B8,80,0,110,0.066
B8,80,0,120,0.066
B8,80,0,130,0.066
B8,80,0,140,0.066
B8,80,0,150,0.066
B8,80,0,160,0.066
B8,80,0,170,0.066
B8,80,0,180,0.066
B8,80,10,0,0.072
B8,80,10,10,0.072
B8,80,10,20,0.072
B8,80,10,30,0.071
B8,80,10,40,0.071
B8,80,10,50,0.07
B8,80,10,60,0.069
B8,80,10,70,0.068
B8,80,10,80,0.068
B8,80,10,90,0.067
B8,80,10,100,0.066
